seqnames	start	end	width	CpG	X25t_UVB.mu	X25t_UA.mu	X25t_UVB..25t_UA.diff	X25t_UVB..25t_UA.pval	annotation	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
chr1	89365178	89365177	0	1	0.0858666	0.6087215	0.5228549	0.0004826	Intron (NR_040482/C030007H22Rik, intron 1 of 2)	89360344	89406133	45790	2	C030007H22Rik	40956
chr1	89454028	89454027	0	1	0.0144428	0.2470575	0.2326147	0.0292293	Promoter (<=1kb)	89454811	89895282	440472	1	Agap1	-784
chr1	89454040	89454039	0	1	0.0144014	0.2421507	0.2277493	0.0232769	Promoter (<=1kb)	89454811	89895282	440472	1	Agap1	-772
chr1	89581552	89581551	0	1	0.0683504	0.3813045	0.3129541	0.0405424	Intron (NM_001037136/Agap1, intron 1 of 16)	89676507	89683892	7386	2	4933400F21Rik	102341
chr1	89581798	89581797	0	1	0.702546	0.3832436	-0.3193024	0.0481055	Intron (NM_001037136/Agap1, intron 1 of 16)	89676507	89683892	7386	2	4933400F21Rik	102095
chr1	89581800	89581799	0	1	0.89633	0.5972366	-0.2990934	0.0359347	Intron (NM_001037136/Agap1, intron 1 of 16)	89676507	89683892	7386	2	4933400F21Rik	102093
chr1	89669986	89669985	0	1	0.3314469	0.9071419	0.5756949	0.0467288	Intron (NM_001037136/Agap1, intron 8 of 16)	89676507	89683892	7386	2	4933400F21Rik	13907
chr1	89860066	89860065	0	1	0.6305605	0.9572016	0.3266411	0.0291195	Intron (NM_001037136/Agap1, intron 15 of 16)	89927962	89931176	3215	2	Gbx2	71111
chr1	89870789	89870788	0	1	0.810733	0.458325	-0.352408	0.0433337	Intron (NM_001037136/Agap1, intron 15 of 16)	89927962	89931176	3215	2	Gbx2	60388
chr1	89871053	89871052	0	1	0.456171	0.8535813	0.3974103	0.0193798	Intron (NM_001037136/Agap1, intron 15 of 16)	89927962	89931176	3215	2	Gbx2	60124
chr1	89923753	89923752	0	1	0.6418589	0.1840208	-0.4578381	0.0056091	Distal Intergenic	89927962	89931176	3215	2	Gbx2	7424
chr1	89923790	89923789	0	1	0.0185949	0.2426342	0.2240393	0.0392786	Distal Intergenic	89927962	89931176	3215	2	Gbx2	7387
chr1	89925799	89925798	0	1	0.6704152	0.1451292	-0.525286	0.0063773	Downstream (2-3kb)	89927962	89931176	3215	2	Gbx2	5378
chr1	89926379	89926378	0	1	0.8317488	0.5171375	-0.3146113	0.0322506	Downstream (1-2kb)	89927962	89931176	3215	2	Gbx2	4798
chr1	89928899	89928898	0	1	0.2504181	0.0218883	-0.2285298	0.0490463	Promoter (2-3kb)	89927962	89931176	3215	2	Gbx2	2278
chr1	89931346	89931345	0	1	0.0241271	0.4319624	0.4078353	0.0174029	Promoter (<=1kb)	89927962	89931176	3215	2	Gbx2	-170
chr1	89931853	89931852	0	1	0.4416144	0.1971614	-0.244453	0.0309122	Promoter (<=1kb)	89927962	89931176	3215	2	Gbx2	-677
chr1	89931994	89931993	0	1	0.0283322	0.211269	0.1829369	0.0481388	Promoter (<=1kb)	89927962	89931176	3215	2	Gbx2	-818
chr1	89932022	89932021	0	1	0.0350265	0.2325513	0.1975248	0.0262497	Promoter (<=1kb)	89927962	89931176	3215	2	Gbx2	-846
chr1	89932283	89932282	0	1	0.1690635	0.5118899	0.3428264	0.0100436	Promoter (1-2kb)	89927962	89931176	3215	2	Gbx2	-1107
chr1	89932920	89932919	0	1	0.0223879	0.4532165	0.4308286	0.003591	Promoter (1-2kb)	89927962	89931176	3215	2	Gbx2	-1744
chr1	89933858	89933857	0	1	0.1121379	0.4862047	0.3740667	0.0208398	Promoter (2-3kb)	89927962	89931176	3215	2	Gbx2	-2682
chr1	89936328	89936327	0	1	0.1372408	0.626821	0.4895802	0.0029902	Distal Intergenic	89927962	89931176	3215	2	Gbx2	-5152
chr1	89967859	89967858	0	1	0.2129087	0.0127339	-0.2001748	0.0371102	Intron (NM_139152/Asb18, intron 4 of 5)	89927962	89931176	3215	2	Gbx2	-36683
chr1	89992213	89992212	0	1	0.2452225	0.6383826	0.39316	0.0149754	Intron (NM_139152/Asb18, intron 3 of 5)	89952678	90014577	61900	2	Asb18	22365
chr1	89993104	89993103	0	1	0.7970727	0.4976823	-0.2993904	0.0424385	Exon (NM_139152/Asb18, exon 3 of 6)	89952678	90014577	61900	2	Asb18	21474
chr1	90115039	90115038	0	1	0.8391484	0.5251865	-0.3139619	0.032165	Intron (NM_029122/Iqca, intron 6 of 18)	90042132	90153401	111270	2	Iqca	38363
chr1	90425434	90425433	0	1	0.2287142	0.6459631	0.417249	0.0295433	Distal Intergenic	90603425	90613341	9917	1	Cops8	-177992
chr1	90914892	90914891	0	1	0.5819381	0.2534368	-0.3285013	0.0337493	Promoter (<=1kb)	90915100	90951142	36043	1	Mlph	-209
chr1	90957030	90957029	0	1	0.0971661	0.415383	0.3182169	0.0093234	Downstream (1-2kb)	90953108	90954012	905	1	Prlh	3922
chr1	91057346	91057345	0	1	0.8265723	0.5295942	-0.2969782	0.0358796	Intron (NM_001111312/Lrrfip1, intron 1 of 12)	90998727	91128944	130218	1	Lrrfip1	58619
chr1	91098955	91098954	0	1	0.4471825	0.1667935	-0.2803891	0.0245994	Intron (NM_001111312/Lrrfip1, intron 2 of 12)	91145103	91170795	25693	1	Rbm44	-46149
chr1	91102105	91102104	0	1	0.5838686	0.9500805	0.3662119	0.0135284	Intron (NM_001111312/Lrrfip1, intron 4 of 12)	91145103	91170795	25693	1	Rbm44	-42999
chr1	91175320	91175319	0	1	0.2221138	0.6169487	0.3948349	0.0262761	Distal Intergenic	91179822	91225196	45375	1	Ramp1	-4503
chr1	91187180	91187179	0	1	0.7930831	0.5419294	-0.2511537	0.0349357	Intron (NM_001168392/Ramp1, intron 1 of 3)	91179822	91225196	45375	1	Ramp1	7358
chr1	91192047	91192046	0	1	0.2313862	0.539972	0.3085858	0.046025	Intron (NM_001168392/Ramp1, intron 1 of 3)	91179822	91225196	45375	1	Ramp1	12225
chr1	91295594	91295593	0	1	0.4972568	0.8417862	0.3445294	0.0195441	Promoter (2-3kb)	91298338	91321080	22743	1	Scly	-2745
chr1	91321956	91321955	0	1	0.0899923	0.3621348	0.2721425	0.0364896	Promoter (<=1kb)	91322075	91348303	26229	1	Espnl	-120
chr1	91344540	91344539	0	1	0.1076459	0.5959388	0.4882929	0.0121649	Exon (NM_001033292/Espnl, exon 9 of 9)	91351073	91362404	11332	1	Klhl30	-6534
chr1	91344983	91344982	0	1	0.3611658	0.0799664	-0.2811993	0.028271	Exon (NM_001033292/Espnl, exon 9 of 9)	91351073	91362404	11332	1	Klhl30	-6091
chr1	91534106	91534105	0	1	0.4156631	0.8148517	0.3991886	0.0081309	Distal Intergenic	91540565	91559590	19026	1	Asb1	-6460
chr1	91534109	91534108	0	1	0.5451877	0.8517997	0.306612	0.0403267	Distal Intergenic	91540565	91559590	19026	1	Asb1	-6457
chr1	91766057	91766056	0	1	0.5928562	0.8366263	0.24377	0.0318403	Distal Intergenic	91801477	91848027	46551	1	Twist2	-35421
chr1	91802816	91802815	0	1	0.7095647	0.1294202	-0.5801445	0.0004393	Promoter (1-2kb)	91801477	91848027	46551	1	Twist2	1339
chr1	91897173	91897172	0	1	0.9422562	0.6752927	-0.2669635	0.0144015	Distal Intergenic	91801477	91848027	46551	1	Twist2	95696
chr1	92332427	92332426	0	1	0.0178215	0.4382001	0.4203785	0.0011994	Distal Intergenic	92464483	92464542	60	2	Mir6900	132116
chr1	92366077	92366076	0	1	0.095314	0.6146979	0.5193839	0.0033379	Distal Intergenic	92464483	92464542	60	2	Mir6900	98466
chr1	92649171	92649170	0	1	0.6447897	0.3543239	-0.2904658	0.0451005	Promoter (<=1kb)	92644218	92648841	4624	2	Otos	-330
chr1	92847559	92847558	0	1	0.5009396	0.0889524	-0.4119872	0.0067626	Promoter (2-3kb)	92850378	92850443	66	1	Mir149	-2820
chr1	92848184	92848183	0	1	0.8165768	0.5159154	-0.3006614	0.0356281	Promoter (2-3kb)	92850378	92850443	66	1	Mir149	-2195
chr1	92888934	92888933	0	1	0.6001381	0.2015749	-0.3985632	0.0262132	Intron (NM_172850/Ankmy1, intron 4 of 17)	92870129	92902906	32778	2	Ankmy1	13973
chr1	92902566	92902565	0	1	0.5938784	0.1958461	-0.3980323	0.0299215	Promoter (<=1kb)	92870129	92902906	32778	2	Ankmy1	341
chr1	92902753	92902752	0	1	0.1937784	0.5737384	0.3799601	0.013939	Promoter (<=1kb)	92870129	92902906	32778	2	Ankmy1	154
chr1	92903156	92903155	0	1	0.0758366	0.4333284	0.3574918	0.0144724	Promoter (<=1kb)	92870129	92902906	32778	2	Ankmy1	-250
chr1	92903249	92903248	0	1	0.6448008	0.1428591	-0.5019416	0.013539	Promoter (<=1kb)	92870129	92902906	32778	2	Ankmy1	-343
chr1	92908123	92908122	0	1	0.2219179	0.5571873	0.3352694	0.045281	Promoter (1-2kb)	92906989	92908620	1632	1	Dusp28	1134
chr1	92934065	92934064	0	1	0.0324053	0.2520422	0.2196369	0.0161066	Promoter (<=1kb)	92934408	92947948	13541	1	Capn10	-344
chr1	92935317	92935316	0	1	0.4900887	0.0598181	-0.4302705	0.0307627	Promoter (<=1kb)	92934408	92947948	13541	1	Capn10	909
chr1	92979342	92979341	0	1	0.4061642	0.7582818	0.3521176	0.0275161	Intron (NM_001104529/Gpr35, intron 1 of 1)	92973119	92986391	13273	1	Gpr35	6223
chr1	92993422	92993421	0	1	0.2188613	0.8502571	0.6313958	0.0207287	Distal Intergenic	93006334	93012269	5936	1	Aqp12	-12913
chr1	93101198	93101197	0	1	0.0211955	0.2718607	0.2506652	0.0489438	Promoter (<=1kb)	93015455	93101874	86420	2	Kif1a	677
chr1	93102147	93102146	0	1	0.3516669	0.0687689	-0.282898	0.0343204	Promoter (<=1kb)	93015455	93101874	86420	2	Kif1a	-273
chr1	93224119	93224118	0	1	0.3722593	0.0188455	-0.3534137	0.0072305	Distal Intergenic	93235897	93296448	60552	1	Sned1	-11779
chr1	93236696	93236695	0	1	0.2129087	0.4956851	0.2827764	0.0495041	Promoter (<=1kb)	93235897	93296448	60552	1	Sned1	799
chr1	93290069	93290068	0	1	0.1766144	0.4284157	0.2518012	0.0408324	Exon (NM_172463/Sned1, exon 29 of 31)	93274549	93274610	62	1	Mir6901	15520
chr1	93604550	93604549	0	1	0.9325051	0.4805813	-0.4519238	0.0141567	Intron (NM_145519/Farp2, intron 16 of 26)	93620751	93635727	14977	2	Stk25	31178
chr1	93672787	93672786	0	1	0.3685354	0.7441104	0.3755751	0.0079957	Distal Intergenic	93685694	93695762	10069	1	Bok	-12908
chr1	93688864	93688863	0	1	0.1209324	0.4758105	0.3548782	0.0064534	Intron (NM_016778/Bok, intron 2 of 4)	93685694	93695762	10069	1	Bok	3170
chr1	93805320	93805319	0	1	0.0835888	0.3541542	0.2705654	0.0354726	Promoter (1-2kb)	93803965	93822100	18136	1	Ing5	1355
chr1	93917443	93917442	0	1	0.4906492	0.9382016	0.4475524	0.0132011	Promoter (<=1kb)	93918437	93941239	22803	1	Gm9994	-995
chr1	93986716	93986715	0	1	0.5847399	0.335262	-0.2494778	0.0460188	Distal Intergenic	93990509	94011539	21031	1	Gm6086	-3794
chr1	94007665	94007664	0	1	0.8668636	0.4880564	-0.3788072	0.0352485	Intron (NM_001039219/Gm6086, intron 6 of 7)	94020493	94028330	7838	1	Neu4	-12829
chr1	94009094	94009093	0	1	0.8257992	0.4852056	-0.3405936	0.0406044	Exon (NM_001039219/Gm6086, exon 8 of 8)	94020493	94028330	7838	1	Neu4	-11400
chr1	94033384	94033383	0	1	0.678	0.933918	0.2559179	0.0383885	Distal Intergenic	94020493	94028330	7838	1	Neu4	12891
chr1	94081549	94081548	0	1	0.9621984	0.8087428	-0.1534555	0.0440225	Distal Intergenic	94038305	94052553	14249	2	Pdcd1	-28996
chr1	94082053	94082052	0	1	0.5371077	0.9462241	0.4091163	0.0235454	Distal Intergenic	94038305	94052553	14249	2	Pdcd1	-29500
chr1	94790911	94790910	0	1	0.7939449	0.3759974	-0.4179476	0.0176739	Distal Intergenic	94797442	94802472	5031	1	4930440C22Rik	-6532
chr1	94790916	94790915	0	1	0.7942454	0.394284	-0.3999614	0.014045	Distal Intergenic	94797442	94802472	5031	1	4930440C22Rik	-6527
chr1	94791426	94791425	0	1	0.2232771	0.5383085	0.3150314	0.0388991	Distal Intergenic	94797442	94802472	5031	1	4930440C22Rik	-6017
chr1	95375712	95375711	0	1	0.0666953	0.6094575	0.5427622	0.0010792	Distal Intergenic	95313628	95335284	21657	1	Fam174a	62084
chr1	95664984	95664983	0	1	0.2970135	0.7001304	0.403117	0.0149025	Promoter (2-3kb)	95587682	95667594	79913	2	St8sia4	2611
chr1	95665006	95665005	0	1	0.231538	0.8547121	0.6231741	0.0004841	Promoter (2-3kb)	95587682	95667594	79913	2	St8sia4	2589
chr1	96814920	96814919	0	1	0.6127364	0.9498497	0.3371133	0.0378987	Distal Intergenic	96871126	96881234	10109	1	Panct2	-56207
chr1	96815104	96815103	0	1	0.8770013	0.4914592	-0.385542	0.0154355	Distal Intergenic	96871126	96881234	10109	1	Panct2	-56023
chr1	97632588	97632587	0	1	0.632039	0.8695775	0.2375385	0.0367749	Distal Intergenic	97643902	97662018	18117	2	D1Ertd622e	29431
chr1	97767938	97767937	0	1	0.7825053	0.9588398	0.1763344	0.0473181	Promoter (2-3kb)	97706043	97770092	64050	2	Ppip5k2	2155
chr1	97768462	97768461	0	1	0.6497976	0.8933204	0.2435228	0.0122414	Promoter (1-2kb)	97706043	97770092	64050	2	Ppip5k2	1631
chr1	98350497	98350496	0	1	0.009867	0.1755324	0.1656654	0.0313623	Distal Intergenic	98421124	98509380	88257	1	Slco6d1	-70628
chr1	98594620	98594619	0	1	0.8154476	0.3700754	-0.4453721	0.0384926	Distal Intergenic	98421124	98509380	88257	1	Slco6d1	173496
chr1	99635832	99635831	0	1	0.5316084	0.9462241	0.4146157	0.0166094	Distal Intergenic	99772765	100485942	713178	1	Cntnap5b	-136934
chr1	99772308	99772307	0	1	0.0241271	0.3329823	0.3088552	0.0058603	Promoter (<=1kb)	99772765	100485942	713178	1	Cntnap5b	-458
chr1	99772371	99772370	0	1	0.0203172	0.3041527	0.2838355	0.0204418	Promoter (<=1kb)	99772765	100485942	713178	1	Cntnap5b	-395
chr1	99790492	99790491	0	1	0.9416198	0.604562	-0.3370578	0.0269442	Intron (NM_172851/Cntnap5b, intron 1 of 23)	99772765	100485942	713178	1	Cntnap5b	17727
chr1	99790816	99790815	0	1	0.2558464	0.5970943	0.3412479	0.0438185	Intron (NM_172851/Cntnap5b, intron 1 of 23)	99772765	100485942	713178	1	Cntnap5b	18051
chr1	100101382	100101381	0	1	0.0752403	0.4047343	0.329494	0.0234534	Intron (NM_172851/Cntnap5b, intron 7 of 23)	99772765	100485942	713178	1	Cntnap5b	328617
chr1	100787826	100787825	0	1	0.423423	0.881798	0.458375	0.0057548	Distal Intergenic	101155768	101175202	19435	1	Gm20268	-367943
chr1	101287039	101287038	0	1	0.333731	0.8552708	0.5215397	0.0009975	Distal Intergenic	101155768	101175202	19435	1	Gm20268	131271
chr1	102057153	102057152	0	1	0.0501984	0.7963263	0.7461278	3.47e-05	Distal Intergenic	101155768	101175202	19435	1	Gm20268	901385
chr1	104609519	104609518	0	1	0.7008052	0.4791833	-0.2216219	0.0446473	Distal Intergenic	104768819	104995481	226663	1	Cdh20	-159301
chr1	104768815	104768814	0	1	0.0153134	0.2045301	0.1892168	0.0460833	Promoter (<=1kb)	104768819	104995481	226663	1	Cdh20	-5
chr1	105179117	105179116	0	1	0.8723452	0.50974	-0.3626052	0.0032079	Distal Intergenic	105276917	105356710	79794	2	Rnf152	177594
chr1	105813626	105813625	0	1	0.1402495	0.4027976	0.2625481	0.0388868	Intron (NM_009399/Tnfrsf11a, intron 3 of 9)	105780723	105847981	67259	1	Tnfrsf11a	32903
chr1	105880760	105880759	0	1	0.6739747	0.1428591	-0.5311156	0.0418257	Distal Intergenic	105780723	105847981	67259	1	Tnfrsf11a	100037
chr1	105988981	105988980	0	1	0.6995728	0.3331668	-0.366406	0.0093865	Promoter (1-2kb)	105990406	106034079	43674	1	Zcchc2	-1426
chr1	105990308	105990307	0	1	0.4814245	0.0213738	-0.4600507	0.0174488	Promoter (<=1kb)	105990406	106034079	43674	1	Zcchc2	-99
chr1	106071862	106071861	0	1	0.6009321	0.2159193	-0.3850128	0.0354743	Distal Intergenic	105990406	106034079	43674	1	Zcchc2	81456
chr1	106400827	106400826	0	1	0.0197894	0.2315847	0.2117953	0.0460083	Distal Intergenic	106546496	106546631	136	2	Mir3473f	145805
chr1	106450270	106450269	0	1	0.521807	0.8920636	0.3702565	0.0382389	Distal Intergenic	106546496	106546631	136	2	Mir3473f	96362
chr1	106513679	106513678	0	1	0.137116	0.5654911	0.4283751	0.0219613	Distal Intergenic	106546496	106546631	136	2	Mir3473f	32953
chr1	106517736	106517735	0	1	0.1174649	0.3577412	0.2402763	0.0456025	Distal Intergenic	106546496	106546631	136	2	Mir3473f	28896
chr1	106542844	106542843	0	1	0.3442442	0.6916396	0.3473953	0.0160719	3' UTR	106546496	106546631	136	2	Mir3473f	3788
chr1	106710508	106710507	0	1	0.5765147	0.8835498	0.3070351	0.0182819	Intron (NM_009741/Bcl2, intron 1 of 1)	106538178	106714290	176113	2	Bcl2	3783
chr1	106712015	106712014	0	1	0.0404684	0.4259546	0.3854862	0.0116331	Promoter (2-3kb)	106538178	106714290	176113	2	Bcl2	2276
chr1	106712636	106712635	0	1	0.3442442	0.066369	-0.2778752	0.0183059	Promoter (1-2kb)	106538178	106714290	176113	2	Bcl2	1655
chr1	107422876	107422875	0	1	0.6652962	0.9364949	0.2711987	0.025815	Promoter (<=1kb)	107422689	107452689	30001	1	Serpinb7	187
chr1	107978593	107978592	0	1	0.606448	0.2942695	-0.3121785	0.029611	Distal Intergenic	107917259	107950947	33689	1	D830032E09Rik	61334
chr1	109328050	109328049	0	1	0.0307855	0.486581	0.4557956	3.99e-05	Distal Intergenic	109983737	110139001	155265	1	Cdh7	-655688
chr1	109982615	109982614	0	1	0.011282	0.239142	0.2278601	0.010613	Promoter (1-2kb)	109983737	110139001	155265	1	Cdh7	-1123
chr1	109982772	109982771	0	1	0.1423382	0.8502571	0.7079189	0.002476	Promoter (<=1kb)	109983737	110139001	155265	1	Cdh7	-966
chr1	109983477	109983476	0	1	0.1565567	0.4028599	0.2463033	0.0473492	Promoter (<=1kb)	109983737	110139001	155265	1	Cdh7	-261
chr1	110685233	110685232	0	1	0.2955243	0.7087841	0.4132598	0.0344015	Distal Intergenic	110889195	110977372	88178	2	Cdh19	292140
chr1	110904168	110904167	0	1	0.3197865	0.6206776	0.3008911	0.0136533	Intron (NM_001081386/Cdh19, intron 9 of 11)	110889195	110977372	88178	2	Cdh19	73205
chr1	110905720	110905719	0	1	0.6658585	0.3094277	-0.3564309	0.0499071	Intron (NM_001081386/Cdh19, intron 9 of 11)	110889195	110977372	88178	2	Cdh19	71653
chr1	110905809	110905808	0	1	0.7197297	0.2728413	-0.4468884	0.0099735	Intron (NM_001081386/Cdh19, intron 9 of 11)	110889195	110977372	88178	2	Cdh19	71564
chr1	110905926	110905925	0	1	0.5282605	0.1075524	-0.420708	0.0012547	Intron (NM_001081386/Cdh19, intron 9 of 11)	110889195	110977372	88178	2	Cdh19	71447
chr1	110909271	110909270	0	1	0.7021902	0.2355226	-0.4666676	0.0345787	Intron (NM_001081386/Cdh19, intron 8 of 11)	110889195	110977372	88178	2	Cdh19	68102
chr1	111287896	111287895	0	1	0.4947589	0.7902464	0.2954875	0.0439382	Distal Intergenic	110889195	110977372	88178	2	Cdh19	-310524
chr1	111807748	111807747	0	1	0.9183662	0.270126	-0.6482401	0.0043698	Distal Intergenic	111858702	111864918	6217	2	Dsel	57171
chr1	111807817	111807816	0	1	0.8472655	0.300667	-0.5465985	0.0195992	Distal Intergenic	111858702	111864918	6217	2	Dsel	57102
chr1	111814928	111814927	0	1	0.3504133	0.7309386	0.3805252	0.0241571	Distal Intergenic	111858702	111864918	6217	2	Dsel	49991
chr1	112452338	112452337	0	1	0.3547658	0.7577095	0.4029437	0.0232695	Distal Intergenic	111858702	111864918	6217	2	Dsel	-587420
chr1	112454734	112454733	0	1	0.4643675	0.7688779	0.3045104	0.0190895	Distal Intergenic	111858702	111864918	6217	2	Dsel	-589816
chr1	112456404	112456403	0	1	0.3458491	0.6396273	0.2937782	0.0448742	Distal Intergenic	111858702	111864918	6217	2	Dsel	-591486
chr1	113959266	113959265	0	1	0.5732719	0.905126	0.3318541	0.0435373	Distal Intergenic	115685137	116580674	895538	1	Cntnap5a	-1725872
chr1	115552504	115552503	0	1	0.2041556	0.4753889	0.2712334	0.0470663	Distal Intergenic	115685137	116580674	895538	1	Cntnap5a	-132634
chr1	117726297	117726296	0	1	0.2633391	0.8949472	0.6316081	0.0148053	Distal Intergenic	118298518	118311132	12615	2	Tsn	584836
chr1	118311921	118311920	0	1	0.5530309	0.9426549	0.389624	0.0497724	Promoter (<=1kb)	118298518	118311132	12615	2	Tsn	-789
chr1	118312182	118312181	0	1	0.1786635	0.4376066	0.2589432	0.0272976	Promoter (1-2kb)	118298518	118311132	12615	2	Tsn	-1050
chr1	118409459	118409458	0	1	0.4176574	0.823815	0.4061576	0.0106866	Intron (NM_001293300/Clasp1, intron 1 of 40)	118389058	118609462	220405	1	Clasp1	20401
chr1	118630342	118630341	0	1	0.6535634	0.8963407	0.2427773	0.0482211	Promoter (2-3kb)	118627945	118685168	57224	1	Tfcp2l1	2397
chr1	118688097	118688096	0	1	0.7604392	0.2908895	-0.4695496	0.0280682	Distal Intergenic	118627945	118685168	57224	1	Tfcp2l1	60152
chr1	118690100	118690099	0	1	0.0523801	0.2940228	0.2416427	0.0169688	Distal Intergenic	118627945	118685168	57224	1	Tfcp2l1	62155
chr1	118756561	118756560	0	1	0.1474672	0.5562989	0.4088317	0.0027882	Distal Intergenic	118627945	118685168	57224	1	Tfcp2l1	128616
chr1	118976912	118976911	0	1	0.0225573	0.36588	0.3433227	0.0329833	Intron (NM_001081125/Gli2, intron 2 of 13)	118954220	118954299	80	1	Mir6346	22692
chr1	119005092	119005091	0	1	0.5968634	0.8889469	0.2920836	0.0403757	Intron (NM_001081125/Gli2, intron 1 of 13)	118834061	119053619	219559	2	Gli2	48528
chr1	119011426	119011425	0	1	0.9497089	0.7255879	-0.2241211	0.0209829	Intron (NM_001081125/Gli2, intron 1 of 13)	118834061	119053619	219559	2	Gli2	42194
chr1	119064933	119064932	0	1	0.0929052	0.3455126	0.2526074	0.0393998	Distal Intergenic	118834061	119053619	219559	2	Gli2	-11314
chr1	119074935	119074934	0	1	0.2402939	0.5375582	0.2972643	0.0429673	Distal Intergenic	118834061	119053619	219559	2	Gli2	-21316
chr1	119075690	119075689	0	1	0.5583878	0.0598181	-0.4985697	0.0487462	Distal Intergenic	118834061	119053619	219559	2	Gli2	-22071
chr1	119077348	119077347	0	1	0.4678781	0.7352946	0.2674165	0.0476119	Distal Intergenic	118834061	119053619	219559	2	Gli2	-23729
chr1	119106568	119106567	0	1	0.8619595	0.5955713	-0.2663882	0.0244414	Distal Intergenic	118834061	119053619	219559	2	Gli2	-52949
chr1	119197502	119197501	0	1	0.1597794	0.4141236	0.2543442	0.0392961	Distal Intergenic	118834061	119053619	219559	2	Gli2	-143883
chr1	119218051	119218050	0	1	0.216256	0.4580712	0.2418152	0.0396494	Distal Intergenic	118834061	119053619	219559	2	Gli2	-164432
chr1	119460697	119460696	0	1	0.5331587	0.0732309	-0.4599279	0.047557	Distal Intergenic	119415465	119422248	6784	2	Inhbb	-38449
chr1	119487073	119487072	0	1	0.8443518	0.459585	-0.3847668	0.0198082	Intron (NM_022327/Ralb, intron 1 of 4)	119470305	119504782	34478	2	Ralb	17710
chr1	119618714	119618713	0	1	0.5997551	0.9462241	0.346469	0.0160766	Intron (NM_145506/Epb4.1l5, intron 7 of 24)	119545033	119649000	103968	2	Epb4.1l5	30287
chr1	119630412	119630411	0	1	0.2587325	0.7087841	0.4500516	0.0390209	Intron (NM_145506/Epb4.1l5, intron 3 of 24)	119545033	119649000	103968	2	Epb4.1l5	18589
chr1	120019172	120019171	0	1	0.850122	0.2869962	-0.5631258	0.0308244	Intron (NM_001012322/Sctr, intron 1 of 13)	120006980	120063532	56553	1	Sctr	12192
chr1	120019635	120019634	0	1	0.6396593	0.2555301	-0.3841292	0.046503	Intron (NM_001012322/Sctr, intron 1 of 13)	120006980	120063532	56553	1	Sctr	12655
chr1	120077964	120077963	0	1	0.2904232	0.8005458	0.5101226	0.0211572	Distal Intergenic	120067377	120073780	6404	2	Tmem37	-4184
chr1	120098916	120098915	0	1	0.2272963	0.6097558	0.3824595	0.0208757	Distal Intergenic	120113280	120121096	7817	2	Dbi	22181
chr1	120146215	120146214	0	1	0.4205292	0.7714379	0.3509087	0.0486229	Intron (NM_001172074/3110009E18Rik, intron 1 of 4)	120121187	120188189	67003	1	3110009E18Rik	25028
chr1	120332233	120332232	0	1	0.5023059	0.0732309	-0.4290751	0.0376401	Distal Intergenic	120340582	120343174	2593	1	C1ql2	-8350
chr1	120343009	120343008	0	1	0.3453685	0.0811759	-0.2641926	0.0264255	Promoter (2-3kb)	120340582	120343174	2593	1	C1ql2	2427
chr1	120602461	120602460	0	1	0.1542143	0.4125322	0.2583179	0.0449819	Promoter (<=1kb)	120602487	120607991	5505	1	En1	-27
chr1	120603937	120603936	0	1	0.023824	0.3093062	0.2854821	0.0402379	Promoter (1-2kb)	120602487	120607991	5505	1	En1	1450
chr1	120603981	120603980	0	1	0.2432747	0.0182862	-0.2249884	0.0266188	Promoter (1-2kb)	120602487	120607991	5505	1	En1	1494
chr1	120605075	120605074	0	1	0.0706521	0.3359083	0.2652562	0.0465823	Promoter (2-3kb)	120602487	120607991	5505	1	En1	2588
chr1	120795730	120795729	0	1	0.7615332	0.1881753	-0.573358	0.0069184	Distal Intergenic	120602487	120607991	5505	1	En1	193243
chr1	120843614	120843613	0	1	0.1862343	0.8502571	0.6640228	0.008195	Distal Intergenic	120602487	120607991	5505	1	En1	241127
chr1	121006422	121006421	0	1	0.9063326	0.5607701	-0.3455625	0.00929	Distal Intergenic	121087405	121120975	33571	1	Celrr	-80984
chr1	121260365	121260364	0	1	0.071959	0.8502571	0.7782981	0.0015772	Distal Intergenic	121304353	121332589	28237	2	Insig2	72225
chr1	121527702	121527701	0	1	0.0399383	0.2654465	0.2255082	0.0328057	Promoter (<=1kb)	121509773	121528465	18693	2	Htr5b	764
chr1	121527947	121527946	0	1	0.6240384	0.2798822	-0.3441562	0.0304183	Promoter (<=1kb)	121509773	121528465	18693	2	Htr5b	519
chr1	121528256	121528255	0	1	0.0195012	0.3013471	0.2818459	0.0182113	Promoter (<=1kb)	121509773	121528465	18693	2	Htr5b	210
chr1	121567011	121567010	0	1	0.300612	0.080721	-0.219891	0.0475494	Promoter (<=1kb)	121553835	121567980	14146	2	Ddx18	970
chr1	122480830	122480829	0	1	0.5212836	0.0898297	-0.4314539	0.0049768	Distal Intergenic	121553835	121567980	14146	2	Ddx18	-912850
chr1	125393474	125393473	0	1	0.8333677	0.2143087	-0.619059	0.0011266	3' UTR	125392905	125435727	42823	2	Actr3	42254
chr1	125430898	125430897	0	1	0.0379703	0.1932876	0.1553173	0.0474844	Intron (NM_001205385/Actr3, intron 2 of 12)	125392905	125435727	42823	2	Actr3	4830
chr1	125438203	125438202	0	1	0.5522482	0.206241	-0.3460072	0.0336344	Promoter (2-3kb)	125392905	125435727	42823	2	Actr3	-2476
