seqnames	start	end	width	CpG	X25t_UVB.mu	X25t_UA.mu	X25t_UVB..25t_UA.diff	X25t_UVB..25t_UA.pval	annotation	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
chr5	30034894	30034893	0	1	0.6309531	0.3190447	-0.3119085	0.0484061	Distal Intergenic	30013161	30019968	6808	1	Il6	21733
chr5	30093015	30093014	0	1	0.6456441	0.9476548	0.3020106	0.0053265	Promoter (<=1kb)	30092940	30097686	4747	1	Gm4961	75
chr5	30668494	30668493	0	1	0.9326952	0.7352459	-0.1974493	0.0282856	Promoter (1-2kb)	30666886	30674837	7952	1	Cenpa	1608
chr5	30686833	30686832	0	1	0.6239507	0.8319699	0.2080192	0.0327496	Distal Intergenic	30666886	30674837	7952	1	Cenpa	19947
chr5	30909296	30909295	0	1	0.8243873	0.5709861	-0.2534012	0.0378532	Promoter (1-2kb)	30906516	30907788	1273	2	Ost4	-1508
chr5	30912693	30912692	0	1	0.1182699	0.4532165	0.3349466	0.0431444	Promoter (1-2kb)	30913786	30921273	7488	1	Emilin1	-1094
chr5	30920839	30920838	0	1	0.6779737	0.1169547	-0.561019	0.0022483	Promoter (1-2kb)	30921895	30931246	9352	1	Khk	-1057
chr5	30945087	30945086	0	1	0.850122	0.2907947	-0.5593273	0.0374802	Promoter (<=1kb)	30933143	30945480	12338	2	Cgref1	394
chr5	30980126	30980125	0	1	0.9317938	0.6671504	-0.2646433	0.033986	Distal Intergenic	30968677	30977018	8342	1	Tcf23	11449
chr5	31080850	31080849	0	1	0.7953561	0.4110373	-0.3843187	0.0038084	Distal Intergenic	31086106	31093527	7422	2	Slc30a3	12678
chr5	31093009	31093008	0	1	0.4462664	0.0188423	-0.4274241	0.0062275	Promoter (<=1kb)	31086106	31093527	7422	2	Slc30a3	519
chr5	31106140	31106139	0	1	0.6666363	0.448748	-0.2178884	0.0406849	Promoter (2-3kb)	31108319	31112524	4206	1	Dnajc5g	-2180
chr5	31138181	31138180	0	1	0.0158402	0.2566957	0.2408555	0.015479	Promoter (<=1kb)	31137989	31138895	907	2	Ucn	715
chr5	31200642	31200641	0	1	0.071959	0.6742872	0.6023281	0.0269983	Promoter (1-2kb)	31198981	31202303	3323	2	Zfp513	1662
chr5	31295314	31295313	0	1	0.3050823	0.0643046	-0.2407777	0.0478822	Promoter (<=1kb)	31292246	31295877	3632	2	Fndc4	564
chr5	31495837	31495836	0	1	0.1909496	0.4093676	0.218418	0.0438734	Promoter (1-2kb)	31494761	31511627	16867	1	Gpn1	1076
chr5	31596867	31596866	0	1	0.0409049	0.2820346	0.2411297	0.0475935	Distal Intergenic	31613951	31622644	8694	1	Mrpl33	-17085
chr5	32089350	32089349	0	1	0.2376827	0.0144026	-0.2232801	0.0332812	Distal Intergenic	32136472	32157839	21368	1	Fosl2	-47123
chr5	32132860	32132859	0	1	0.0787462	0.2518659	0.1731197	0.0395894	Distal Intergenic	32136472	32157839	21368	1	Fosl2	-3613
chr5	32183703	32183702	0	1	0.850122	0.0450011	-0.805121	0.0002344	Distal Intergenic	32136472	32157839	21368	1	Fosl2	47231
chr5	32692967	32692966	0	1	0.909507	0.5165067	-0.3930003	0.0079359	Distal Intergenic	32611171	32687066	75896	1	Yes1	81796
chr5	32721410	32721409	0	1	0.1067816	0.3966818	0.2899002	0.0327929	Distal Intergenic	32736314	32785626	49313	2	Pisd	64217
chr5	32721904	32721903	0	1	0.932013	0.3891842	-0.5428288	0.0222387	Distal Intergenic	32736314	32785626	49313	2	Pisd	63723
chr5	32722417	32722416	0	1	0.3131723	0.9416413	0.628469	1.43E-05	Distal Intergenic	32736314	32785626	49313	2	Pisd	63210
chr5	33069964	33069963	0	1	0.0298935	0.3553954	0.3255019	0.0243469	Distal Intergenic	33104219	33162699	58481	1	Slc5a1	-34256
chr5	33218247	33218246	0	1	0.0162505	0.2293721	0.2131216	0.0487206	Promoter (<=1kb)	33213518	33218238	4721	2	Spon2	-9
chr5	33297221	33297220	0	1	0.4932727	0.7804192	0.2871465	0.0404677	Distal Intergenic	33247723	33275004	27282	2	Ctbp1	-22217
chr5	33431405	33431404	0	1	0.5583878	0.0404948	-0.517893	0.0295106	Promoter (2-3kb)	33430734	33434090	3357	2	Nkx1-1	2686
chr5	33435234	33435233	0	1	0.0482259	0.1955281	0.1473021	0.0457623	Promoter (1-2kb)	33430734	33434090	3357	2	Nkx1-1	-1144
chr5	33443321	33443320	0	1	0.2072876	0.633629	0.4263415	0.0392871	Distal Intergenic	33430734	33434090	3357	2	Nkx1-1	-9231
chr5	33465782	33465781	0	1	0.3110084	0.025818	-0.2851904	0.0435411	Distal Intergenic	33430734	33434090	3357	2	Nkx1-1	-31692
chr5	33512099	33512098	0	1	0.6622394	0.9405587	0.2783193	0.0264548	Distal Intergenic	33430734	33434090	3357	2	Nkx1-1	-78009
chr5	33529132	33529131	0	1	0.5216561	0.2362051	-0.2854509	0.0367845	Distal Intergenic	33430734	33434090	3357	2	Nkx1-1	-95042
chr5	33535338	33535337	0	1	0.2806533	0.5880769	0.3074236	0.0314986	Distal Intergenic	33600353	33629635	29283	2	Fam53a	94298
chr5	33536935	33536934	0	1	0.5739693	0.2829179	-0.2910514	0.0060649	Distal Intergenic	33600353	33629635	29283	2	Fam53a	92701
chr5	33540439	33540438	0	1	0.2076581	0.5505352	0.3428771	0.0094247	Distal Intergenic	33600353	33629635	29283	2	Fam53a	89197
chr5	33540481	33540480	0	1	0.4192666	0.9205615	0.5012949	0.0007718	Distal Intergenic	33600353	33629635	29283	2	Fam53a	89155
chr5	33540492	33540491	0	1	0.3693141	0.7058677	0.3365536	0.0333717	Distal Intergenic	33600353	33629635	29283	2	Fam53a	89144
chr5	33542223	33542222	0	1	0.0748795	0.3465808	0.2717013	0.0372797	Distal Intergenic	33600353	33629635	29283	2	Fam53a	87413
chr5	33681882	33681881	0	1	0.0654662	0.3553954	0.2899292	0.0474402	Distal Intergenic	33658147	33672197	14051	1	Tacc3	23735
chr5	33681894	33681893	0	1	0.0184977	0.3129598	0.294462	0.0204228	Distal Intergenic	33658147	33672197	14051	1	Tacc3	23747
chr5	33686405	33686404	0	1	0.2870564	0.0611576	-0.2258988	0.0447642	Distal Intergenic	33658147	33672197	14051	1	Tacc3	28258
chr5	33694611	33694610	0	1	0.850122	0.2641373	-0.5859847	0.046726	Distal Intergenic	33721724	33737068	15345	1	Fgfr3	-27114
chr5	33695066	33695065	0	1	0.0110719	0.2314411	0.2203692	0.0291901	Distal Intergenic	33721724	33737068	15345	1	Fgfr3	-26659
chr5	33723890	33723889	0	1	0.0325315	0.3613645	0.3288329	0.0381456	Promoter (2-3kb)	33721724	33737068	15345	1	Fgfr3	2166
chr5	33723894	33723893	0	1	0.0359314	0.5296903	0.4937589	0.0030089	Promoter (2-3kb)	33721724	33737068	15345	1	Fgfr3	2170
chr5	33723901	33723900	0	1	0.0359314	0.45137	0.4154386	0.0085275	Promoter (2-3kb)	33721724	33737068	15345	1	Fgfr3	2177
chr5	33995137	33995136	0	1	0.1661183	0.5258916	0.3597733	0.0433357	Promoter (<=1kb)	33995984	34005916	9933	1	Nat8l	-848
chr5	34326345	34326344	0	1	0.1434305	0.4541266	0.3106961	0.0102333	Distal Intergenic	34336250	34353445	17196	1	Rnf4	-9906
chr5	34327163	34327162	0	1	0.1492638	0.7281143	0.5788505	0.0148184	Distal Intergenic	34336250	34353445	17196	1	Rnf4	-9088
chr5	34520857	34520856	0	1	0.2761154	0.7601516	0.4840362	0.0131978	Distal Intergenic	34525784	34563639	37856	1	Sh3bp2	-4928
chr5	34526780	34526779	0	1	0.1581234	0.4277863	0.2696628	0.0162262	Promoter (<=1kb)	34525784	34563639	37856	1	Sh3bp2	996
chr5	34566150	34566149	0	1	0.0501984	0.7281143	0.6779158	0.0026213	Distal Intergenic	34573714	34632305	58592	1	Add1	-7565
chr5	34636084	34636083	0	1	0.4316618	0.0300888	-0.401573	0.0211241	Promoter (1-2kb)	34633647	34637114	3468	2	Mfsd10	1031
chr5	34948532	34948531	0	1	0.2881587	0.7507863	0.4626276	0.0069334	Promoter (<=1kb)	34949448	35033593	84146	1	Rgs12	-917
chr5	35279630	35279629	0	1	0.0295424	0.3941003	0.364558	0.0292495	Promoter (1-2kb)	35278566	35281763	3198	1	Adra2c	1064
chr5	35280385	35280384	0	1	0.080999	0.3184921	0.237493	0.0351365	Promoter (1-2kb)	35278566	35281763	3198	1	Adra2c	1819
chr5	35281175	35281174	0	1	0.2968097	0.6174436	0.3206339	0.0207227	Promoter (2-3kb)	35278566	35281763	3198	1	Adra2c	2609
chr5	35368255	35368254	0	1	0.9467586	0.6824445	-0.2643141	0.0472204	Distal Intergenic	35361553	35367677	6125	1	4930478P22Rik	6702
chr5	35379422	35379421	0	1	0.5728892	0.8064853	0.2335961	0.0321589	Distal Intergenic	35389117	35392872	3756	1	Hmx1	-9696
chr5	35389099	35389098	0	1	0.3980105	0.085406	-0.3126044	0.0421975	Promoter (<=1kb)	35389117	35392872	3756	1	Hmx1	-19
chr5	35389116	35389115	0	1	0.4336553	0.0238966	-0.4097587	0.0034265	Promoter (<=1kb)	35389117	35392872	3756	1	Hmx1	-2
chr5	35389734	35389733	0	1	0.697826	0.2195829	-0.4782431	0.0400997	Promoter (<=1kb)	35389117	35392872	3756	1	Hmx1	617
chr5	35397897	35397896	0	1	0.5914009	0.0365926	-0.5548083	0.0477997	Distal Intergenic	35389117	35392872	3756	1	Hmx1	8780
chr5	35428398	35428397	0	1	0.6766353	0.9152944	0.238659	0.0288041	Distal Intergenic	35389117	35392872	3756	1	Hmx1	39281
chr5	35679841	35679840	0	1	0.1225685	0.4400846	0.317516	0.005221	Promoter (<=1kb)	35652026	35679780	27755	2	Htra3	-61
chr5	35729085	35729084	0	1	0.1767142	0.0112134	-0.1655008	0.0358908	Promoter (<=1kb)	35697180	35729276	32097	2	Sh3tc1	192
chr5	36011009	36011008	0	1	0.2633391	0.8502571	0.586918	0.046163	Distal Intergenic	35893319	36003922	110604	1	Afap1	117690
chr5	36483011	36483010	0	1	0.3956415	0.822345	0.4267035	0.0231305	Promoter (1-2kb)	36473670	36484285	10616	2	Tada2b	1275
chr5	36595129	36595128	0	1	0.1377402	0.4307496	0.2930094	0.033979	Distal Intergenic	36490604	36586226	95623	2	Tbc1d14	-8903
chr5	36696637	36696636	0	1	0.3865291	0.1475838	-0.2389453	0.0256436	Promoter (<=1kb)	36600486	36696021	95536	2	D5Ertd579e	-616
chr5	36697616	36697615	0	1	0.3825151	0.6632606	0.2807455	0.0443219	Promoter (1-2kb)	36600486	36696021	95536	2	D5Ertd579e	-1595
chr5	36697633	36697632	0	1	0.2974642	0.7099762	0.412512	0.004793	Promoter (1-2kb)	36600486	36696021	95536	2	D5Ertd579e	-1612
chr5	36724175	36724174	0	1	0.2581577	0.5332665	0.2751087	0.0498311	Distal Intergenic	36747374	36748679	1306	2	Bloc1s4	24505
chr5	36729080	36729079	0	1	0.9571769	0.5793639	-0.377813	0.0250756	Distal Intergenic	36747374	36748679	1306	2	Bloc1s4	19600
chr5	36747217	36747216	0	1	0.3958721	0.124193	-0.2716791	0.0498427	Promoter (1-2kb)	36747374	36748679	1306	2	Bloc1s4	1463
chr5	36747766	36747765	0	1	0.1284819	0.5384012	0.4099192	0.0055139	Promoter (<=1kb)	36747374	36748679	1306	2	Bloc1s4	914
chr5	36797599	36797598	0	1	0.0923471	0.3001378	0.2077908	0.0153228	Promoter (<=1kb)	36794867	36796754	1888	2	Mrfap1	-845
chr5	36829736	36829735	0	1	0.8940587	0.6540981	-0.2399606	0.0461424	Promoter (<=1kb)	36806813	36830649	23837	2	Man2b2	914
chr5	36870948	36870947	0	1	0.5963842	0.9550201	0.3586359	0.047086	Promoter (2-3kb)	36868570	36955078	86509	1	Ppp2r2c	2378
chr5	36877187	36877186	0	1	0.932013	0.3941003	-0.5379126	0.0029633	Promoter (<=1kb)	36873595	36876879	3285	2	Ppp2r2cos	-308
chr5	36988165	36988164	0	1	0.3855193	0.0205666	-0.3649527	0.0067435	Promoter (<=1kb)	36966104	36988982	22879	2	Wfs1	818
chr5	37023553	37023552	0	1	0.475178	0.7435241	0.2683461	0.0241245	Distal Intergenic	37050857	37125298	74442	1	Jakmip1	-27305
chr5	37028175	37028174	0	1	0.0295424	0.4773189	0.4477765	0.0397601	Distal Intergenic	37050857	37125298	74442	1	Jakmip1	-22683
chr5	37031063	37031062	0	1	0.3110084	0.0251141	-0.2858943	0.0428217	Distal Intergenic	37050857	37125298	74442	1	Jakmip1	-19795
chr5	37242241	37242240	0	1	0.2633391	0.8502571	0.586918	0.046163	Promoter (<=1kb)	37242058	37292163	50106	1	Crmp1	183
chr5	37242274	37242273	0	1	0.4829844	0.0404948	-0.4424896	0.0200068	Promoter (<=1kb)	37242058	37292163	50106	1	Crmp1	216
chr5	37242438	37242437	0	1	0.3989212	0.112708	-0.2862132	0.0125012	Promoter (<=1kb)	37242058	37292163	50106	1	Crmp1	380
chr5	37717346	37717345	0	1	0.066087	0.3322282	0.2661412	0.0317957	Promoter (<=1kb)	37446825	37717153	270329	2	Stk32b	-193
chr5	37823101	37823100	0	1	0.0152119	0.1970748	0.1818629	0.0492607	Promoter (1-2kb)	37820491	37824585	4095	2	Msx1	1485
chr5	37826042	37826041	0	1	0.0107575	0.1935811	0.1828236	0.0452844	Promoter (1-2kb)	37820491	37824585	4095	2	Msx1	-1457
chr5	37827156	37827155	0	1	0.2689118	0.0265606	-0.2423513	0.047794	Promoter (2-3kb)	37820491	37824585	4095	2	Msx1	-2571
chr5	38318092	38318091	0	1	0.2807326	0.6195571	0.3388245	0.0164316	Promoter (1-2kb)	38319509	38322523	3015	1	Drd5	-1418
chr5	38503114	38503113	0	1	0.7288803	0.9403691	0.2114888	0.0479181	Promoter (<=1kb)	38349273	38502152	152880	2	Slc2a9	-962
chr5	39220089	39220088	0	1	0.5582131	0.8161995	0.2579863	0.0108489	Distal Intergenic	38706457	38876693	170237	2	Clnk	-343396
chr5	39645473	39645472	0	1	0.0877388	0.3250989	0.2373601	0.0193815	Promoter (<=1kb)	39613935	39644631	30697	2	Hs3st1	-842
chr5	41708567	41708566	0	1	0.166896	0.0114935	-0.1554026	0.0401771	Promoter (<=1kb)	41624976	41708155	83180	2	Rab28	-412
chr5	42449023	42449022	0	1	0.6836533	0.9272602	0.2436069	0.0143499	Distal Intergenic	42067960	42216784	148825	1	Gm16223	381063
chr5	43063622	43063621	0	1	0.1063825	0.5340821	0.4276997	0.0181159	Distal Intergenic	43233463	43289724	56262	1	Cpeb2	-169842
chr5	43081784	43081783	0	1	0.8817647	0.5160891	-0.3656756	0.0187556	Distal Intergenic	43233463	43289724	56262	1	Cpeb2	-151680
chr5	43353688	43353687	0	1	0.2573536	0.4891761	0.2318225	0.029432	Distal Intergenic	43151686	43235354	83669	2	Gm7854	-118334
chr5	43357838	43357837	0	1	0.9473668	0.7648437	-0.1825231	0.0274894	Distal Intergenic	43151686	43235354	83669	2	Gm7854	-122484
chr5	43634692	43634691	0	1	0.2207582	0.4742072	0.253449	0.0344598	Distal Intergenic	43662379	43740970	78592	1	Cc2d2a	-27688
chr5	43865259	43865258	0	1	0.5957193	0.0732309	-0.5224884	0.0193318	Distal Intergenic	43868827	43912374	43548	1	Cd38	-3569
chr5	43924003	43924002	0	1	0.4038971	0.6299116	0.2260145	0.046199	Distal Intergenic	43868827	43912374	43548	1	Cd38	55176
chr5	44144104	44144103	0	1	0.3980105	0.026059	-0.3719515	0.00864	Distal Intergenic	43993622	44101736	108115	2	Prom1	-42368
chr5	44306722	44306721	0	1	0.7169746	0.1882271	-0.5287474	0.0035138	Distal Intergenic	44175162	44226606	51445	2	Tapt1	-80116
chr5	45451841	45451840	0	1	0.5045721	0.7704002	0.2658282	0.0436688	Promoter (1-2kb)	45434032	45450229	16198	2	Qdpr	-1612
chr5	45453771	45453770	0	1	0.2775664	0.6160911	0.3385247	0.0300644	Promoter (<=1kb)	45453751	45464149	10399	1	Clrn2	20
chr5	45496037	45496036	0	1	0.6179287	0.2373586	-0.3805701	0.0021876	Promoter (2-3kb)	45493374	45512691	19318	1	Lap3	2663
chr5	46172274	46172273	0	1	0.8719943	0.5711672	-0.3008272	0.0394173	Distal Intergenic	45926822	45932409	5588	2	4930405L22Rik	-239865
chr5	46172751	46172750	0	1	0.4882702	0.7400702	0.2518	0.0413679	Distal Intergenic	45926822	45932409	5588	2	4930405L22Rik	-240342
chr5	48372136	48372135	0	1	0.0473966	0.2515656	0.204169	0.0425379	Promoter (<=1kb)	48372392	48388756	16365	1	Pacrgl	-257
chr5	49524722	49524721	0	1	0.3016457	0.0196939	-0.2819519	0.015892	Distal Intergenic	48389503	49285659	896157	2	Kcnip4	-239063
chr5	49524834	49524833	0	1	0.3154554	0.0205666	-0.2948888	0.0369432	Distal Intergenic	48389503	49285659	896157	2	Kcnip4	-239175
chr5	49524888	49524887	0	1	0.3701034	0.026059	-0.3440444	0.0482805	Distal Intergenic	48389503	49285659	896157	2	Kcnip4	-239229
chr5	51391557	51391556	0	1	0.6556536	0.8988361	0.2431825	0.0131724	Distal Intergenic	51454249	51553921	99673	2	Ppargc1a	162365
chr5	51938400	51938399	0	1	0.8297631	0.6285471	-0.2012161	0.0277425	Distal Intergenic	52135902	52136017	116	2	Mir6417	197618
chr5	51957922	51957921	0	1	0.7352505	0.4218926	-0.313358	0.0379986	Distal Intergenic	52135902	52136017	116	2	Mir6417	178096
chr5	52041037	52041036	0	1	0.9023664	0.6835397	-0.2188267	0.0483945	Distal Intergenic	52135902	52136017	116	2	Mir6417	94981
chr5	52131940	52131939	0	1	0.9429652	0.5818427	-0.3611225	0.0365445	Distal Intergenic	52135902	52136017	116	2	Mir6417	4078
chr5	52132255	52132254	0	1	0.1174649	0.3522133	0.2347484	0.0403768	Distal Intergenic	52135902	52136017	116	2	Mir6417	3763
chr5	52240967	52240966	0	1	0.1240925	0.297605	0.1735126	0.0189346	Distal Intergenic	52199984	52216433	16450	2	C130083M11Rik	-24534
chr5	52241023	52241022	0	1	0.2533966	0.4548029	0.2014063	0.044848	Distal Intergenic	52199984	52216433	16450	2	C130083M11Rik	-24590
chr5	52319628	52319627	0	1	0.476917	0.0365926	-0.4403243	0.0462061	Distal Intergenic	52363804	52369738	5935	1	Sod3	-44177
chr5	52470882	52470881	0	1	0.1252392	0.4444435	0.3192042	0.023269	Promoter (<=1kb)	52374651	52471543	96893	2	Ccdc149	662
chr5	52636588	52636587	0	1	0.6444841	0.3823001	-0.262184	0.0388501	Distal Intergenic	52607550	52619011	11462	2	8030423F21Rik	-17577
chr5	52775618	52775617	0	1	0.2184831	0.4806015	0.2621184	0.0383183	Promoter (<=1kb)	52775409	52824665	49257	1	Zcchc4	209
chr5	52911416	52911415	0	1	0.6739747	0.0412102	-0.6327645	0.0093919	Distal Intergenic	52834135	52866734	32600	1	Anapc4	77281
chr5	52993847	52993846	0	1	0.357124	0.6361235	0.2789995	0.0088917	Promoter (1-2kb)	52973012	52992292	19281	2	5033403H07Rik	-1555
chr5	52994213	52994212	0	1	0.4898691	0.7943273	0.3044582	0.0128534	Promoter (1-2kb)	52973012	52992292	19281	2	5033403H07Rik	-1921
chr5	53289580	53289579	0	1	0.4435001	0.160284	-0.2832161	0.019418	Distal Intergenic	53267106	53278540	11435	1	Smim20	22474
chr5	53358339	53358338	0	1	0.5090156	0.1653476	-0.343668	0.0206256	Distal Intergenic	53267106	53278540	11435	1	Smim20	91233
chr5	53358869	53358868	0	1	0.3303966	0.7268122	0.3964156	0.0289262	Distal Intergenic	53267106	53278540	11435	1	Smim20	91763
chr5	53463921	53463920	0	1	0.071959	0.6686962	0.5967372	0.011607	Distal Intergenic	53555779	53657445	101667	1	Rbpj	-91859
chr5	53468033	53468032	0	1	0.5360141	0.8711987	0.3351846	0.0213696	Distal Intergenic	53555779	53657445	101667	1	Rbpj	-87747
chr5	53469672	53469671	0	1	0.0726953	0.2841775	0.2114822	0.0401759	Distal Intergenic	53555779	53657445	101667	1	Rbpj	-86108
chr5	53474349	53474348	0	1	0.9712932	0.7222075	-0.2490857	0.0108417	Distal Intergenic	53555779	53657445	101667	1	Rbpj	-81431
chr5	53540079	53540078	0	1	0.8578514	0.5673171	-0.2905343	0.0438499	Distal Intergenic	53555779	53657445	101667	1	Rbpj	-15701
chr5	53540289	53540288	0	1	0.8840119	0.3914273	-0.4925845	0.0064734	Distal Intergenic	53555779	53657445	101667	1	Rbpj	-15491
chr5	53540374	53540373	0	1	0.9070728	0.4315733	-0.4754994	0.022469	Distal Intergenic	53555779	53657445	101667	1	Rbpj	-15406
chr5	53744624	53744623	0	1	0.9160015	0.4879095	-0.428092	0.0231069	Distal Intergenic	53698485	53707704	9220	2	Cckar	-36920
chr5	53810419	53810418	0	1	0.850122	0.2641373	-0.5859847	0.046726	Promoter (<=1kb)	53809627	53904380	94754	1	Tbc1d19	792
chr5	57720398	57720397	0	1	0.0682764	0.3671775	0.2989011	0.0273209	Promoter (2-3kb)	57718021	58132240	414220	1	Pcdh7	2377
chr5	57720464	57720463	0	1	0.1963481	0.6146979	0.4183498	0.0334214	Promoter (2-3kb)	57718021	58132240	414220	1	Pcdh7	2443
chr5	62427300	62427299	0	1	0.9070728	0.4389775	-0.4680953	0.0167546	Distal Intergenic	62602446	62766177	163732	2	Arap2	338878
chr5	63473351	63473350	0	1	0.4156631	0.7664049	0.3507417	0.0286945	Distal Intergenic	63649103	63810543	161441	1	Nwd2	-175753
chr5	63649142	63649141	0	1	0.0151605	0.2426342	0.2274737	0.0330329	Promoter (<=1kb)	63649103	63810543	161441	1	Nwd2	39
chr5	63650081	63650080	0	1	0.6416439	0.0732309	-0.5684131	0.0049805	Promoter (<=1kb)	63649103	63810543	161441	1	Nwd2	978
chr5	63650091	63650090	0	1	0.5294897	0.0732309	-0.4562588	0.0295519	Promoter (<=1kb)	63649103	63810543	161441	1	Nwd2	988
chr5	64136777	64136776	0	1	0.3272771	0.6481689	0.3208918	0.0223211	Distal Intergenic	64160260	64351486	191227	1	Tbc1d1	-23484
chr5	64382825	64382824	0	1	0.4516178	0.720374	0.2687563	0.0241873	Distal Intergenic	64454813	64467942	13130	2	1700027F09Rik	85118
chr5	64431499	64431498	0	1	0.3343393	0.8155286	0.4811892	0.0208229	Distal Intergenic	64454813	64467942	13130	2	1700027F09Rik	36444
chr5	64579307	64579306	0	1	0.1076459	0.5701019	0.462456	0.0084953	Distal Intergenic	64593863	64610699	16837	2	Gm3716	31393
chr5	64588103	64588102	0	1	0.4376134	0.0511048	-0.3865085	0.0262679	Distal Intergenic	64593863	64610699	16837	2	Gm3716	22597
chr5	64611100	64611099	0	1	0.7834717	0.9396469	0.1561753	0.0236129	Promoter (<=1kb)	64593863	64610699	16837	2	Gm3716	-401
chr5	64626110	64626109	0	1	0.0272123	0.3820677	0.3548554	0.0170387	Distal Intergenic	64593863	64610699	16837	2	Gm3716	-15411
chr5	64627020	64627019	0	1	0.0205766	0.3339638	0.3133871	0.0194083	Distal Intergenic	64593863	64610699	16837	2	Gm3716	-16321
chr5	64692528	64692527	0	1	0.9453051	0.7664874	-0.1788177	0.0416922	Distal Intergenic	64593863	64610699	16837	2	Gm3716	-81829
chr5	64738617	64738616	0	1	0.1581816	0.6311369	0.4729553	0.001483	Distal Intergenic	64803523	64830129	26607	1	Klf3	-64907
chr5	64802486	64802485	0	1	0.7095647	0.3112808	-0.398284	0.0267099	Promoter (1-2kb)	64803523	64830129	26607	1	Klf3	-1038
chr5	64802644	64802643	0	1	0.2206898	0.5948348	0.374145	0.0273904	Promoter (<=1kb)	64803523	64830129	26607	1	Klf3	-880
chr5	64862102	64862101	0	1	0.0118107	0.1707271	0.1589163	0.0314135	Distal Intergenic	64803523	64830129	26607	1	Klf3	58579
chr5	64865072	64865071	0	1	0.2645725	0.0158757	-0.2486968	0.0363965	Distal Intergenic	64803523	64830129	26607	1	Klf3	61549
chr5	64865711	64865710	0	1	0.5777804	0.0732309	-0.5045495	0.0176166	Distal Intergenic	64803523	64830129	26607	1	Klf3	62188
chr5	64866559	64866558	0	1	0.6064347	0.8268632	0.2204285	0.0497686	Distal Intergenic	64803523	64830129	26607	1	Klf3	63036
chr5	64878278	64878277	0	1	0.1136609	0.4593999	0.3457389	0.0398546	Distal Intergenic	64924680	64933558	8879	2	Tlr1	55281
chr5	64959557	64959556	0	1	0.2281637	0.0336015	-0.1945622	0.0385703	Promoter (<=1kb)	64953095	64960034	6940	2	Tlr6	478
chr5	64959872	64959871	0	1	0.2873108	0.0561684	-0.2311424	0.0046443	Promoter (<=1kb)	64953095	64960034	6940	2	Tlr6	163
chr5	64959881	64959880	0	1	0.2947202	0.0688942	-0.225826	0.0065134	Promoter (<=1kb)	64953095	64960034	6940	2	Tlr6	154
chr5	64959894	64959893	0	1	0.3914273	0.0646687	-0.3267586	0.0004747	Promoter (<=1kb)	64953095	64960034	6940	2	Tlr6	141
chr5	64959905	64959904	0	1	0.2873939	0.0602688	-0.2271251	0.0225223	Promoter (<=1kb)	64953095	64960034	6940	2	Tlr6	130
chr5	64960118	64960117	0	1	0.2780613	0.0473194	-0.2307419	0.0186741	Promoter (<=1kb)	64953095	64960034	6940	2	Tlr6	-84
chr5	64960448	64960447	0	1	0.5697286	0.2832282	-0.2865004	0.0111522	Promoter (<=1kb)	64953095	64960034	6940	2	Tlr6	-414
chr5	64972648	64972647	0	1	0.6132933	0.9196605	0.3063672	0.0015483	Promoter (2-3kb)	64970318	64970395	78	1	Mir574	2330
chr5	65050186	65050185	0	1	0.5983106	0.8011032	0.2027926	0.041439	Distal Intergenic	64970318	64970395	78	1	Mir574	79868
chr5	65092114	65092113	0	1	0.0083771	0.13837	0.1299929	0.0201684	Distal Intergenic	65131231	65168142	36912	1	Klhl5	-39118
chr5	65106961	65106960	0	1	0.8840119	0.3891842	-0.4948276	0.0380944	Distal Intergenic	65131231	65168142	36912	1	Klhl5	-24271
chr5	65113606	65113605	0	1	0.6450152	0.8899364	0.2449212	0.0289873	Distal Intergenic	65131231	65168142	36912	1	Klhl5	-17626
chr5	65176104	65176103	0	1	0.4175759	0.6907891	0.2732132	0.0408574	Distal Intergenic	65199696	65260415	60720	1	Wdr19	-23593
chr5	65348618	65348617	0	1	0.9427888	0.7778482	-0.1649405	0.0478502	Promoter (<=1kb)	65348411	65384003	35593	1	Klb	207
chr5	65389604	65389603	0	1	0.8070155	0.4460802	-0.3609353	0.041754	Promoter (1-2kb)	65388364	65391431	3068	2	Rpl9	1828
chr5	65437272	65437271	0	1	0.7507801	0.9358378	0.1850577	0.0470724	Promoter (1-2kb)	65413222	65435842	22621	2	Ugdh	-1430
chr5	65697062	65697061	0	1	0.0273537	0.333008	0.3056543	0.0433224	Promoter (<=1kb)	65615260	65697856	82597	2	Pds5a	795
chr5	65732065	65732064	0	1	0.5541087	0.1075524	-0.4465563	0.016241	Distal Intergenic	65763521	65826784	63264	1	N4bp2	-31457
chr5	65833302	65833301	0	1	0.3640576	0.705361	0.3413034	0.019991	Distal Intergenic	65863569	65896700	33132	1	Rhoh	-30268
chr5	65911954	65911953	0	1	0.7953381	0.4113043	-0.3840338	0.0142343	Distal Intergenic	65863569	65896700	33132	1	Rhoh	48385
chr5	65951175	65951174	0	1	0.4418837	0.0855848	-0.3562989	0.0433053	Distal Intergenic	65967124	65977486	10363	1	Chrna9	-15950
chr5	65955311	65955310	0	1	0.5238024	0.2182492	-0.3055532	0.0206308	Distal Intergenic	65967124	65977486	10363	1	Chrna9	-11814
chr5	65955332	65955331	0	1	0.4243523	0.0686605	-0.3556918	0.0041161	Distal Intergenic	65967124	65977486	10363	1	Chrna9	-11793
